X,Y,OBJECTID,NAME,CLASS,STATE_ABBR,STATE_FIPS,PLACE_FIPS,POPULATION,POP_CLASS,POP_SQMI,SQMI,CAPITAL
-122.0810985,37.401055227,468,Mountain View,city,CA,06,0649670,82376,7,6802.3,12.11,
-117.190915061,33.5719795040001,469,Murrieta,city,CA,06,0650076,110949,8,3297.1,33.65,
-117.348198066,34.154793327,470,Muscoy,Census Designated Place,CA,06,0650132,10719,6,3526,3.04,
-122.28066825,38.289347568,471,Napa,city,CA,06,0650258,79246,7,4318.6,18.35,
-117.092953624,32.6707570240001,472,National City,city,CA,06,0650398,56173,7,7684.4,7.31,
-122.031101992,37.520399389,473,Newark,city,CA,06,0650916,47529,6,3409.5,13.94,
-121.020803027,37.315598305,474,Newman,city,CA,06,0651140,12351,6,5995.6,2.06,
-117.917179647,33.623468442,475,Newport Beach,city,CA,06,0651182,85239,7,3560.5,23.94,
-120.499012152,35.0322830040001,476,Nipomo,Census Designated Place,CA,06,0651476,18176,6,1205.3,15.08,
-117.549968392,33.925351031,477,Norco,city,CA,06,0651560,26316,6,1869,14.08,
-121.102928,38.936582758,478,North Auburn,Census Designated Place,CA,06,0651637,13452,6,1726.8,7.79,
-122.203440173,37.475370393,479,North Fair Oaks,Census Designated Place,CA,06,0651840,14027,6,11689.2,1.2,
-121.365974808,38.697083698,480,North Highlands,Census Designated Place,CA,06,0651924,49327,6,5599,8.81,
-117.796214,33.754147528,481,North Tustin,Census Designated Place,CA,06,0652379,25718,6,3908.5,6.58,
-118.082909285,33.906890085,482,Norwalk,city,CA,06,0652526,102773,8,10551.6,9.74,
-122.557454009,38.091617022,483,Novato,city,CA,06,0652582,53225,7,1927.7,27.61,
-120.848025105,37.7619969,484,Oakdale,city,CA,06,0652694,23181,6,3703,6.26,
-122.296042955,37.8105780930001,485,Oakland,city,CA,06,0653000,440646,9,7829.5,56.28,
-121.694893195,37.9928040710001,486,Oakley,city,CA,06,0653070,43357,6,2699.7,16.06,
-118.76692231,34.184966993,487,Oak Park,Census Designated Place,CA,06,0653116,13898,6,2627.2,5.29,
-117.356780045,33.2040581410001,488,Oceanside,city,CA,06,0653322,174068,8,4138.6,42.06,
-119.027897641,35.424936459,489,Oildale,Census Designated Place,CA,06,0653448,36135,6,4568.3,7.91,
-121.554933117,39.081674537,490,Olivehurst,Census Designated Place,CA,06,0653714,16595,6,1973.2,8.41,
-117.644961737,34.0656979280001,491,Ontario,city,CA,06,0653896,175265,8,3505.3,50,
-117.860993,33.804999821,492,Orange,city,CA,06,0653980,139911,8,5418.7,25.82,
-121.220799902,38.6880195570001,493,Orangevale,Census Designated Place,CA,06,0654092,35569,6,3066.3,11.6,
-120.426832245,34.8667659170001,494,Orcutt,Census Designated Place,CA,06,0654120,32034,6,2960.6,10.82,
-122.179073828,37.880795934,495,Orinda,city,CA,06,0654232,19514,6,1516.2,12.87,
-121.564562245,39.500117082,496,Oroville,city,CA,06,0654386,20042,6,1447.1,13.85,
-119.175259191,34.195870174,497,Oxnard,city,CA,06,0654652,202063,8,7559.4,26.73,
-122.478015924,37.611132201,498,Pacifica,city,CA,06,0654806,38640,6,3069.1,12.59,
-121.925868756,36.619067305,499,Pacific Grove,city,CA,06,0654848,15090,6,5239.6,2.88,
-118.110425289,34.5735601270001,500,Palmdale,city,CA,06,0655156,169450,8,1593.9,106.31,
-116.3637465,33.7517118710001,501,Palm Desert,city,CA,06,0655184,51163,7,1893.5,27.02,
-116.513628996,33.8220249880001,502,Palm Springs,city,CA,06,0655254,44575,6,470.7,94.69,
-122.156712018,37.4456783140001,503,Palo Alto,city,CA,06,0655282,68572,7,2834.7,24.19,
-118.397340909,33.787178467,504,Palos Verdes Estates,city,CA,06,0655380,13347,6,2792.3,4.78,
-121.606322832,39.7558111020001,505,Paradise,town,CA,06,0655520,4764,5,259.9,18.33,
-118.165130945,33.897607953,506,Paramount,city,CA,06,0655618,53733,7,11101.9,4.84,
-121.451833201,38.499392357,507,Parkway,Census Designated Place,CA,06,0655800,15962,6,6623.2,2.41,
-119.541819948,36.609144417,508,Parlier,city,CA,06,0655856,14576,6,6048.1,2.41,
-118.138912857,34.159755003,509,Pasadena,city,CA,06,0656000,138699,8,6004.3,23.1,
-121.1469245,37.4676345570001,510,Patterson,city,CA,06,0656112,23781,6,3021.7,7.87,
